Quando;Dia da Semana;Tipo;Descricao/Lancamento;Credito;Debito;Mes;Ano;Mes/Ano;Origem
15-02-2022;Terça-Feira;Telefonia;Net Fone - Serviços eventuais;0,0;0,0;'02;'2022;'02/2022;ItaU
15-02-2022;Terça-Feira;GATO;Ração ;0,0;159,29;'02;'2022;'02/2022;ItaU
14-02-2022;Segunda-Feira;Ford Ecosport XLT;IPVA echo 2022 (01/05);0,0;218,87;'02;'2022;'02/2022;ItaU
13-02-2022;Domingo;Supermercado;A coop de santo andté;0,0;160,24;'02;'2022;'02/2022;ItaU
12-02-2022;Sábado;Combustivel;Gazzozza no pejo GGM5;0,0;100,0;'02;'2022;'02/2022;ItaU
12-02-2022;Sábado;Restaurantes;GoCoffee no centro;0,0;37,5;'02;'2022;'02/2022;ItaU
12-02-2022;Sábado;Farmácia;Lexapro 10Mg de marca;0,0;170,34;'02;'2022;'02/2022;ItaU
12-02-2022;Sábado;Cristiane;coisas diversas;0,0;43,01;'02;'2022;'02/2022;ItaU
12-02-2022;Sábado;Estacionamentos;estacionamento no centro ;0,0;13,0;'02;'2022;'02/2022;ItaU
12-02-2022;Sábado;Restaurantes;iFood: The Burguer gallery;0,0;74,6;'02;'2022;'02/2022;ItaU
12-02-2022;Sábado;Moradia;Colchão e travesseiros Novos (06/12);0,0;229,77;'02;'2022;'02/2022;CrediCard_Master
11-02-2022;Sexta-Feira;Clinicas e tratamentos;PIX: Atendimento Psicologico Jane Alcantara;0,0;187,5;'02;'2022;'02/2022;ItaU
08-02-2022;Terça-Feira;Restaurantes;PIX: O Rei dos Assados Das MarMiTax;0,0;36,0;'02;'2022;'02/2022;ItaU
08-02-2022;Terça-Feira;Restaurantes;Pasteis na feira perto de casa;0,0;18,0;'02;'2022;'02/2022;ItaU
08-02-2022;Terça-Feira;Consertos;Conserto do Asrock Nettop ion 330t (01/02);0,0;195,0;'02;'2022;'02/2022;CrediCard_Master
07-02-2022;Segunda-Feira;Restituições;SulAmerica - ref ao Psiquiatra;79,2;0,0;'02;'2022;'02/2022;ItaU
07-02-2022;Segunda-Feira;Taxas Bancarias;LIS/JUROS;0,0;232,87;'02;'2022;'02/2022;ItaU
07-02-2022;Segunda-Feira;GATO;Consulta e exames do Shiro (03/04);0,0;107,5;'02;'2022;'02/2022;CrediCard_Master
06-02-2022;Domingo;Presentes;Cristane: GMA-S120MF-4ADR (03/06);0,0;142,35;'02;'2022;'02/2022;CrediCard_Master
05-02-2022;Sábado;Restaurantes;Shababas no centro;0,0;137,06;'02;'2022;'02/2022;ItaU
05-02-2022;Sábado;Itens Pesssoais;desodorizanes em gerais ;0,0;34,97;'02;'2022;'02/2022;ItaU
05-02-2022;Sábado;Restaurantes;Café no centro ;0,0;23,52;'02;'2022;'02/2022;ItaU
05-02-2022;Sábado;Estacionamentos;Estacio0namento no centro;0,0;13,0;'02;'2022;'02/2022;ItaU
05-02-2022;Sábado;Clinicas e tratamentos;PIX: Atendimento Psicologico Jane Alcantara;0,0;187,5;'02;'2022;'02/2022;ItaU
04-02-2022;Sexta-Feira;Moradia;Agua mineral da disagua;0,0;13,0;'02;'2022;'02/2022;ItaU
04-02-2022;Sexta-Feira;Noite;The roller and dancing;0,0;109,0;'02;'2022;'02/2022;ItaU
04-02-2022;Sexta-Feira;Informática;Software: Liscensa do Windows 11 pro ;0,0;49,99;'02;'2022;'02/2022;NUBank_Master
03-02-2022;Quinta-Feira;Moradia;Cadeira Gamer PitStop (11/12);0,0;148,37;'02;'2022;'02/2022;CrediCard_Master
03-02-2022;Quinta-Feira;Seguros;Seguro Peugeto 2021-2022 (05/06);0,0;254,0;'02;'2022;'02/2022;CrediCard_Master
02-02-2022;Quarta-Feira;Restaurantes;O rei dos assados e das marmitas;0,0;20,0;'02;'2022;'02/2022;ItaU
02-02-2022;Quarta-Feira;Taxas Bancarias;IOF;0,0;38,74;'02;'2022;'02/2022;ItaU
02-02-2022;Quarta-Feira;GATO;Areia de coco de gato ;0,0;16,62;'02;'2022;'02/2022;ItaU
02-02-2022;Quarta-Feira;Supermercado;No mercadinho do predio ;0,0;5,99;'02;'2022;'02/2022;ItaU
02-02-2022;Quarta-Feira;Taxas Bancarias;TAR COMUNICACAO DIGITAL ;0,0;5,7;'02;'2022;'02/2022;ItaU
01-02-2022;Terça-Feira;cartões de Crédito;Fatura CrediCard Master;0,0;1861,32;'02;'2022;'02/2022;ItaU
01-02-2022;Terça-Feira;cartões de Crédito;Fatura XP Visa;0,0;271,93;'02;'2022;'02/2022;ItaU
01-02-2022;Terça-Feira;cartões de Crédito;Fatura NuBank Master;0,0;76,75;'02;'2022;'02/2022;ItaU
01-02-2022;Terça-Feira;Gás de cozinha;ComGáz de Janeiro/2022;0,0;49,0;'02;'2022;'02/2022;ItaU
01-02-2022;Terça-Feira;Restaurantes;Pasteis da rua perto do predio ;0,0;36,0;'02;'2022;'02/2022;ItaU
01-02-2022;Terça-Feira;Supermercado;No mercadinho do predio ;0,0;20,0;'02;'2022;'02/2022;ItaU
01-02-2022;Terça-Feira;cartões de Crédito;Pagamento de Fatura;1861,32;0,0;'02;'2022;'02/2022;CrediCard_Master
01-02-2022;Terça-Feira;cartões de Crédito;Pagamento de fatura;76,75;0,0;'02;'2022;'02/2022;NUBank_Master
01-02-2022;Terça-Feira;cartões de Crédito;Pagamento de Fatura;271,93;0,0;'02;'2022;'02/2022;XP_Inv_Visa
31-01-2022;Segunda-Feira;Salarios;DXC Tecnologies;4000,64;0,0;'01;'2022;'01/2022;ItaU
30-01-2022;Domingo;Supermercado;Na coop da industrial de santo andre;0,0;151,27;'01;'2022;'01/2022;ItaU
30-01-2022;Domingo;Restaurantes;Café na coop da industrial de santo andté ;0,0;13,0;'01;'2022;'01/2022;ItaU
30-01-2022;Domingo;Online Services;Assinatura Mensal HBO Max;0,0;13,95;'01;'2022;'01/2022;NUBank_Master
29-01-2022;Sábado;Restaurantes;iFood: Burguer Gallery;0,0;91,5;'01;'2022;'01/2022;ItaU
29-01-2022;Sábado;Supermercado;Coquinha ni mercadinho do predio ;0,0;10,9;'01;'2022;'01/2022;ItaU
28-01-2022;Sexta-Feira;Restaurantes;A paccocca´s Santa´s Monica´s;0,0;79,06;'01;'2022;'01/2022;ItaU
28-01-2022;Sexta-Feira;Clinicas e tratamentos;PIX: Consulta Psiquiatra Dr. Tomáz;0,0;400,0;'01;'2022;'01/2022;ItaU
28-01-2022;Sexta-Feira;Farmácia;Lexapro Generico 2x30 ;0,0;77,4;'01;'2022;'01/2022;ItaU
28-01-2022;Sexta-Feira;Supermercado;O Extra da figueiras;0,0;46,13;'01;'2022;'01/2022;ItaU
28-01-2022;Sexta-Feira;Online Services;Assinatura Mensal Netflix (2 Telas FullHD);0,0;39,9;'01;'2022;'01/2022;CrediCard_Master
28-01-2022;Sexta-Feira;Online Services;Assinatura Mensal do Spotfy Familiar (5 Acessos) ;0,0;34,9;'01;'2022;'01/2022;NUBank_Master
28-01-2022;Sexta-Feira;Online Services;Assinatura Mensal Disney Plus ;0,0;27,9;'01;'2022;'01/2022;NUBank_Master
28-01-2022;Sexta-Feira;Online Services;100GB de espaço no Google Drive;0,0;69,99;'01;'2022;'01/2022;NUBank_Master
27-01-2022;Quinta-Feira;Restaurantes;A paccocca´s Santa´s Monica´s;0,0;70,74;'01;'2022;'01/2022;ItaU
27-01-2022;Quinta-Feira;Cristiane;Gino Calden e pomadas de espinhas;0,0;129,6;'01;'2022;'01/2022;ItaU
27-01-2022;Quinta-Feira;Itens Pesssoais;G-Shock Mudmaster GWG-1000-1A3DR (03/12);0,0;435,42;'01;'2022;'01/2022;CrediCard_Master
26-01-2022;Quarta-Feira;Supermercado;No mercadinho do predio ;0,0;8,9;'01;'2022;'01/2022;ItaU
26-01-2022;Quarta-Feira;Supermercado;Nutella no mercadinho do predio ;0,0;12,87;'01;'2022;'01/2022;ItaU
25-01-2022;Terça-Feira;Restaurantes;Spoletto do Mappin;0,0;84,6;'01;'2022;'01/2022;ItaU
25-01-2022;Terça-Feira;Restaurantes;Chafe no mapping;0,0;28,9;'01;'2022;'01/2022;ItaU
24-01-2022;Segunda-Feira;Academia;BlueFit de SCS;0,0;114,88;'01;'2022;'01/2022;XP_Inv_Visa
23-01-2022;Domingo;Supermercado;Case de carnes da Marina;0,0;40,76;'01;'2022;'01/2022;ItaU
23-01-2022;Domingo;Supermercado;no mercadinho do predio ;0,0;23,8;'01;'2022;'01/2022;ItaU
22-01-2022;Sábado;Clinicas e tratamentos;PIX: Atendimento Psicologico Jane Alcantara;0,0;187,5;'01;'2022;'01/2022;ItaU
22-01-2022;Sábado;Restaurantes;ifood: brabaros Pizzerias;0,0;81,5;'01;'2022;'01/2022;ItaU
22-01-2022;Sábado;Taxas Bancarias;ENVIO MENS.AUTOMATICA;0,0;5,99;'01;'2022;'01/2022;CrediCard_Master
21-01-2022;Sexta-Feira;Energia Eletrica;fatura Enel Jan/2022;0,0;244,89;'01;'2022;'01/2022;ItaU
21-01-2022;Sexta-Feira;Moradia;Agua mineral ;0,0;13,0;'01;'2022;'01/2022;ItaU
21-01-2022;Sexta-Feira;Restaurantes;Raggazzo de SCS;0,0;88,55;'01;'2022;'01/2022;ItaU
21-01-2022;Sexta-Feira;Supermercado;No mercadinho do predio ;0,0;23,3;'01;'2022;'01/2022;ItaU
21-01-2022;Sexta-Feira;P208 GRIFFE 1.6 AUT BUSINESS;Revisão Peugeot 208 2021 (04/06);0,0;252,1;'01;'2022;'01/2022;CrediCard_Master
21-01-2022;Sexta-Feira;Estacionamentos;estaciona facil são caetano ;0,0;15,0;'01;'2022;'01/2022;XP_Inv_Visa
20-01-2022;Quinta-Feira;Aluguel;Aluguel BS House + Taxas (12/30);0,0;1533,74;'01;'2022;'01/2022;ItaU
20-01-2022;Quinta-Feira;IPTU;IPTU Del Piano (12/30);0,0;34,0;'01;'2022;'01/2022;ItaU
20-01-2022;Quinta-Feira;Condominio;Condominio Del Piano;0,0;616,37;'01;'2022;'01/2022;ItaU
20-01-2022;Quinta-Feira;Supermercado;a COOP de santo andré;0,0;390,6;'01;'2022;'01/2022;ItaU
19-01-2022;Quarta-Feira;Farmácia;Remedios para  as gripes;0,0;35,44;'01;'2022;'01/2022;ItaU
19-01-2022;Quarta-Feira;Supermercado;O Dia %%;0,0;65,02;'01;'2022;'01/2022;ItaU
19-01-2022;Quarta-Feira;Restaurantes;Marmitex dos Primus;0,0;40,0;'01;'2022;'01/2022;ItaU
18-01-2022;Terça-Feira;Supermercado;No mercadinho do predio ;0,0;8,9;'01;'2022;'01/2022;ItaU
18-01-2022;Terça-Feira;Restaurantes;Pacccocas Santa Monica´s;0,0;82,56;'01;'2022;'01/2022;ItaU
18-01-2022;Terça-Feira;Esporádico;PIX para o gabriel;0,0;1,0;'01;'2022;'01/2022;ItaU
18-01-2022;Terça-Feira;Restaurantes;Pasteis a feira perto de casa;0,0;36,0;'01;'2022;'01/2022;ItaU
17-01-2022;Segunda-Feira;Telefonia;Fatura vivo Celular;0,0;55,99;'01;'2022;'01/2022;ItaU
16-01-2022;Domingo;Restaurantes;The Johnny roquetes;0,0;153,45;'01;'2022;'01/2022;ItaU
16-01-2022;Domingo;ComicBook;Geek Point . Wonder Woman terra 1 vol3;0,0;52,9;'01;'2022;'01/2022;ItaU
16-01-2022;Domingo;ComicBook;Geek Point: Batman Terra Um Vol 3;0,0;62,9;'01;'2022;'01/2022;ItaU
16-01-2022;Domingo;Maçonaria;Maçonaria - Contribuição Mensal - Janeiro/2022;0,0;200,0;'01;'2022;'01/2022;ItaU
15-01-2022;Sábado;GATO;Areia de coco de gatos;0,0;30,6;'01;'2022;'01/2022;ItaU
15-01-2022;Sábado;Restaurantes;O Shababs do centro;0,0;137,94;'01;'2022;'01/2022;ItaU
15-01-2022;Sábado;Restaurantes;Sodiê Dõces;0,0;25,61;'01;'2022;'01/2022;ItaU
15-01-2022;Sábado;Estacionamentos;estacionamento no centro;0,0;13,0;'01;'2022;'01/2022;ItaU
15-01-2022;Sábado;Pedágios;Sistema Sem Parar;0,0;300,78;'01;'2022;'01/2022;ItaU
15-01-2022;Sábado;Estacionamentos;Sistema Sem Parar - estacionamento: Peugeot 208;0,0;0,0;'01;'2022;'01/2022;ItaU
15-01-2022;Sábado;Estacionamentos;Sistema Sem Parar - estacionamento: ecosport;0,0;0,0;'01;'2022;'01/2022;ItaU
15-01-2022;Sábado;Tv à Cabo;Net TV;0,0;136,29;'01;'2022;'01/2022;ItaU
15-01-2022;Sábado;Internet;Net Virtua;0,0;134,99;'01;'2022;'01/2022;ItaU
15-01-2022;Sábado;Telefonia;Net Fone - Serviços eventuais;0,0;0,0;'01;'2022;'01/2022;ItaU
15-01-2022;Sábado;Cristiane;Uber ;0,0;8,96;'01;'2022;'01/2022;CrediCard_Master
14-01-2022;Sexta-Feira;Moradia;Agua mineral disagua coqueiros;0,0;13,0;'01;'2022;'01/2022;ItaU
14-01-2022;Sexta-Feira;Salarios;Adiantamento Quinzenal DxC;4720,0;0,0;'01;'2022;'01/2022;ItaU
14-01-2022;Sexta-Feira;Informática;Cabo SATA III para o KoDI XBMC;0,0;21,57;'01;'2022;'01/2022;XP_Inv_Visa
13-01-2022;Quinta-Feira;Lavanderia;Maçonaria: Lavagem do terno e camisas;0,0;74,0;'01;'2022;'01/2022;ItaU
13-01-2022;Quinta-Feira;Supermercado;Extra da Alegra;0,0;32,7;'01;'2022;'01/2022;ItaU
13-01-2022;Quinta-Feira;Farmácia;Remedios de pressão e colesterol;0,0;1,68;'01;'2022;'01/2022;ItaU
13-01-2022;Quinta-Feira;Farmácia;Busonid;0,0;15,69;'01;'2022;'01/2022;ItaU
12-01-2022;Quarta-Feira;Moradia;Colchão e travesseiros Novos (05/12);0,0;229,77;'01;'2022;'01/2022;CrediCard_Master
10-01-2022;Segunda-Feira;Supermercado;O extra de São caetano ;0,0;74,12;'01;'2022;'01/2022;ItaU
09-01-2022;Domingo;Restaurantes;O Johnny rockets;0,0;172,14;'01;'2022;'01/2022;ItaU
09-01-2022;Domingo;Restaurantes;Café da tarde no plaza;0,0;36,0;'01;'2022;'01/2022;ItaU
09-01-2022;Domingo;Supermercado;O Extra do Plaza;0,0;90,35;'01;'2022;'01/2022;ItaU
08-01-2022;Sábado;Restaurantes;MARMITEX do Primus BARs;0,0;35,0;'01;'2022;'01/2022;ItaU
07-01-2022;Sexta-Feira;GATO;Consulta e exames do Shiro (02/04);0,0;107,5;'01;'2022;'01/2022;CrediCard_Master
06-01-2022;Quinta-Feira;Presentes;Cristane: GMA-S120MF-4ADR (02/06);0,0;142,35;'01;'2022;'01/2022;CrediCard_Master
06-01-2022;Quinta-Feira;Clinicas e tratamentos;Exames na Papaiz (02/02) ;0,0;238,0;'01;'2022;'01/2022;CrediCard_Master
06-01-2022;Quinta-Feira;ESTORNO;G-Shock Store Brazil ;0,05;0,0;'01;'2022;'01/2022;CrediCard_Master
06-01-2022;Quinta-Feira;ESTORNO;G-Shock Store Brazil ;0,99;0,0;'01;'2022;'01/2022;CrediCard_Master
04-01-2022;Terça-Feira;Taxas Bancarias;LIS/Juros;0,0;228,64;'01;'2022;'01/2022;ItaU
04-01-2022;Terça-Feira;Taxas Bancarias;IOF;0,0;34,24;'01;'2022;'01/2022;ItaU
04-01-2022;Terça-Feira;Taxas Bancarias;TAR COMUNICACAO DIGITAL;0,0;5,7;'01;'2022;'01/2022;ItaU
03-01-2022;Segunda-Feira;cartões de Crédito;Fatura CrediCard Master;0,0;1966,78;'01;'2022;'01/2022;ItaU
03-01-2022;Segunda-Feira;cartões de Crédito;Fatura XP Visa;0,0;440,6;'01;'2022;'01/2022;ItaU
03-01-2022;Segunda-Feira;cartões de Crédito;Fatura NuBank Master;0,0;76,75;'01;'2022;'01/2022;ItaU
03-01-2022;Segunda-Feira;GATO;Para o Barnabé ter cuidado dos Gatos;0,0;120,0;'01;'2022;'01/2022;ItaU
03-01-2022;Segunda-Feira;Farmácia;Coisas diversas para aszias;0,0;32,83;'01;'2022;'01/2022;ItaU
03-01-2022;Segunda-Feira;cartões de Crédito;Pagamento de Fatura;1966,78;0,0;'01;'2022;'01/2022;CrediCard_Master
03-01-2022;Segunda-Feira;Moradia;Cadeira Gamer PitStop (10/12);0,0;148,37;'01;'2022;'01/2022;CrediCard_Master
03-01-2022;Segunda-Feira;Seguros;Seguro Peugeto 2021-2022 (04/06);0,0;254,0;'01;'2022;'01/2022;CrediCard_Master
03-01-2022;Segunda-Feira;cartões de Crédito;Pagamento de Fatura;76,75;0,0;'01;'2022;'01/2022;NUBank_Master
03-01-2022;Segunda-Feira;cartões de Crédito;Pagamento de Fatura;440,6;0,0;'01;'2022;'01/2022;XP_Inv_Visa
02-01-2022;Domingo;Supermercado;Mercadinho Thais em Piraju;0,0;40,59;'01;'2022;'01/2022;ItaU
02-01-2022;Domingo;Supermercado;Coraçãozinho do açougue;0,0;12,85;'01;'2022;'01/2022;ItaU
02-01-2022;Domingo;Combustivel;Gazzozza em Piraju no Pejô GGM5;0,0;299,49;'01;'2022;'01/2022;ItaU
31-12-2021;Sexta-Feira;Cristiane;O Nucolau M.A.X.;0,0;59,81;'12;'2021;'12/2021;ItaU
31-12-2021;Sexta-Feira;Supermercado;Smirnoffs Ice´s;0,0;46,75;'12;'2021;'12/2021;ItaU
31-12-2021;Sexta-Feira;Restaurantes;Cóquinha na padioca de Piraju;0,0;5,5;'12;'2021;'12/2021;ItaU
30-12-2021;Quinta-Feira;Cristiane;coisas na vitória regia;0,0;30,15;'12;'2021;'12/2021;ItaU
30-12-2021;Quinta-Feira;Salarios;DXC Tecnologies;3607,21;0,0;'12;'2021;'12/2021;ItaU
30-12-2021;Quinta-Feira;Online Services;Assinatura Mensal HBO Max;0,0;13,95;'12;'2021;'12/2021;NUBank_Master
30-12-2021;Quinta-Feira;Baralhos e Oráculos;Amazon.com.br: The Wild Unknown Pocket in a Thin;0,0;98,65;'12;'2021;'12/2021;XP_Inv_Visa
29-12-2021;Quarta-Feira;Cristiane;compras em Piraju;0,0;49,4;'12;'2021;'12/2021;ItaU
29-12-2021;Quarta-Feira;Moradia;Pilhas AAA;0,0;18,0;'12;'2021;'12/2021;ItaU
29-12-2021;Quarta-Feira;Restaurantes;Sorvetes do Chiquinho´s;0,0;48,0;'12;'2021;'12/2021;ItaU
29-12-2021;Quarta-Feira;Supermercado;Mercadinho tais piraju;0,0;67,78;'12;'2021;'12/2021;ItaU
28-12-2021;Terça-Feira;Gás de cozinha;ComGás (2);0,0;36,24;'12;'2021;'12/2021;ItaU
28-12-2021;Terça-Feira;Restaurantes;O chiquinho em piraju;0,0;33,0;'12;'2021;'12/2021;ItaU
28-12-2021;Terça-Feira;Online Services;Assinatura Mensal Netflix (2 Telas FullHD);0,0;39,9;'12;'2021;'12/2021;CrediCard_Master
28-12-2021;Terça-Feira;Online Services;Assinatura Mensal do Spotfy Familiar (5 Acessos) ;0,0;34,9;'12;'2021;'12/2021;NUBank_Master
28-12-2021;Terça-Feira;Online Services;Assinatura Mensal Disney Plus ;0,0;27,9;'12;'2021;'12/2021;NUBank_Master
27-12-2021;Segunda-Feira;Itens Pesssoais;G-Shock Mudmaster GWG-1000-1A3DR (02/12);0,0;435,42;'12;'2021;'12/2021;CrediCard_Master
26-12-2021;Domingo;Combustivel;ethanol no Pejô GGM5;0,0;224,93;'12;'2021;'12/2021;ItaU
26-12-2021;Domingo;Restaurantes;Lanche no 53 ;0,0;38,2;'12;'2021;'12/2021;ItaU
25-12-2021;Sábado;Restaurantes;iFood: Senhorita Burguês;0,0;86,0;'12;'2021;'12/2021;ItaU
24-12-2021;Sexta-Feira;Moradia;Galao de 20l de água;0,0;12,0;'12;'2021;'12/2021;ItaU
24-12-2021;Sexta-Feira;Cristiane;Estacionamento no centro ;0,0;13,0;'12;'2021;'12/2021;ItaU
24-12-2021;Sexta-Feira;Farmácia;Lexapro 10mg 30 capsulas;0,0;182,47;'12;'2021;'12/2021;ItaU
24-12-2021;Sexta-Feira;Supermercado;O Dia %%;0,0;33,06;'12;'2021;'12/2021;ItaU
24-12-2021;Sexta-Feira;Academia;BlueFit de SCS;0,0;114,88;'12;'2021;'12/2021;XP_Inv_Visa
23-12-2021;Quinta-Feira;Restaurantes;Restaurante Laporto ;0,0;111,45;'12;'2021;'12/2021;ItaU
22-12-2021;Quarta-Feira;Taxas Bancarias;ENVIO MENS.AUTOMATICA;0,0;5,99;'12;'2021;'12/2021;CrediCard_Master
22-12-2021;Quarta-Feira;Taxi;Para IR para o cardiologista;0,0;16,9;'12;'2021;'12/2021;XP_Inv_Visa
22-12-2021;Quarta-Feira;Taxi;Para VOLTAR do cardiologista;0,0;19,93;'12;'2021;'12/2021;XP_Inv_Visa
21-12-2021;Terça-Feira;Energia Eletrica;Fatura EnEL ;0,0;325,35;'12;'2021;'12/2021;ItaU
21-12-2021;Terça-Feira;Restaurantes;17º Jantar Anual de aniversário de csamento- Questo Pastta;0,0;308,0;'12;'2021;'12/2021;ItaU
21-12-2021;Terça-Feira;P208 GRIFFE 1.6 AUT BUSINESS;Revisão Peugeot 208 2021 (03/06);0,0;252,1;'12;'2021;'12/2021;CrediCard_Master
20-12-2021;Segunda-Feira;Salarios;2ª Parc. 13º Salário DXC;2146,32;0,0;'12;'2021;'12/2021;ItaU
20-12-2021;Segunda-Feira;Aluguel;Aluguel BS House + Taxas (11/30);0,0;1533,24;'12;'2021;'12/2021;ItaU
20-12-2021;Segunda-Feira;IPTU;IPTU Del Piano (11/30);0,0;54,02;'12;'2021;'12/2021;ItaU
20-12-2021;Segunda-Feira;Condominio;Condominio Del Piano;0,0;616,37;'12;'2021;'12/2021;ItaU
20-12-2021;Segunda-Feira;Restaurantes;iFood: BarbaRos Pizza´s ;0,0;81,5;'12;'2021;'12/2021;ItaU
20-12-2021;Segunda-Feira;Supermercado;Mercadinho do Predio ;0,0;16,89;'12;'2021;'12/2021;ItaU
19-12-2021;Domingo;GATO;Areia de coco de gatos;0,0;16,62;'12;'2021;'12/2021;ItaU
19-12-2021;Domingo;Restaurantes;IfOOD: Caverna´S Burgues;0,0;47,8;'12;'2021;'12/2021;ItaU
18-12-2021;Sábado;Combustivel;Gazzozza no pejô GGM5;0,0;70,0;'12;'2021;'12/2021;ItaU
18-12-2021;Sábado;Farmácia;Mascras anti COVID;0,0;32,98;'12;'2021;'12/2021;ItaU
18-12-2021;Sábado;Farmácia;Busonid/ soro fisiologico/ azia e gripe;0,0;41,19;'12;'2021;'12/2021;ItaU
18-12-2021;Sábado;Restaurantes;café no centro;0,0;18,99;'12;'2021;'12/2021;ItaU
18-12-2021;Sábado;Estacionamentos;estacionamento no centro ;0,0;13,0;'12;'2021;'12/2021;ItaU
18-12-2021;Sábado;Restaurantes;iFood: Tacos 'n' Bell;0,0;48,89;'12;'2021;'12/2021;ItaU
17-12-2021;Sexta-Feira;Telefonia;Fatura vivo Celular;0,0;55,99;'12;'2021;'12/2021;ItaU
17-12-2021;Sexta-Feira;Supermercado;A coop de SCS;0,0;56,13;'12;'2021;'12/2021;ItaU
17-12-2021;Sexta-Feira;Cristiane;iFood diversos;0,0;20,98;'12;'2021;'12/2021;CrediCard_Master
16-12-2021;Quinta-Feira;Maçonaria;Maçonaria - Contribuição Mensal - Dezembro/2021;0,0;180,0;'12;'2021;'12/2021;ItaU
15-12-2021;Quarta-Feira;Salarios;Adiantamento Quinzenal DxC;4720,0;0,0;'12;'2021;'12/2021;ItaU
15-12-2021;Quarta-Feira;Pedágios;Sistema Sem Parar;0,0;199,4;'12;'2021;'12/2021;ItaU
15-12-2021;Quarta-Feira;Estacionamentos;Sistema Sem Parar - estacionamento: Peugeot 208;0,0;0,0;'12;'2021;'12/2021;ItaU
15-12-2021;Quarta-Feira;Estacionamentos;Sistema Sem Parar - estacionamento: ecosport;0,0;0,0;'12;'2021;'12/2021;ItaU
15-12-2021;Quarta-Feira;Tv à Cabo;Net TV;0,0;136,29;'12;'2021;'12/2021;ItaU
15-12-2021;Quarta-Feira;Internet;Net Virtua;0,0;134,99;'12;'2021;'12/2021;ItaU
15-12-2021;Quarta-Feira;Telefonia;Net Fone - Serviços eventuais;0,0;0,0;'12;'2021;'12/2021;ItaU
12-12-2021;Domingo;Moradia;Colchão e travesseiros Novos (04/12);0,0;229,77;'12;'2021;'12/2021;CrediCard_Master
11-12-2021;Sábado;Combustivel;Alcool no Pejô GGM5;0,0;278,2;'12;'2021;'12/2021;ItaU
11-12-2021;Sábado;Restaurantes;Lanche na estrada indo para araraquara;0,0;48,6;'12;'2021;'12/2021;ItaU
11-12-2021;Sábado;Supermercado;bebidas para o churrasco em arara-quara;0,0;165,72;'12;'2021;'12/2021;ItaU
11-12-2021;Sábado;Viagens;Hotel Porco Ibis em Arara-quara;0,0;257,7;'12;'2021;'12/2021;ItaU
11-12-2021;Sábado;Restaurantes;Lanche 01 de volta de arara-qaura;0,0;32,2;'12;'2021;'12/2021;ItaU
11-12-2021;Sábado;Restaurantes;lanche 02 voltado de arara-quara;0,0;68,4;'12;'2021;'12/2021;ItaU
10-12-2021;Sexta-Feira;Restaurantes;Para o churrasco do gabriel ;0,0;46,84;'12;'2021;'12/2021;ItaU
10-12-2021;Sexta-Feira;Moradia;Agua Mineral ;0,0;12,0;'12;'2021;'12/2021;ItaU
10-12-2021;Sexta-Feira;Online Services;Assinatura Anual Amazon Prime ;0,0;89,0;'12;'2021;'12/2021;XP_Inv_Visa
07-12-2021;Terça-Feira;Estacionamentos;Mais veterinário para o Shiro ;0,0;20,0;'12;'2021;'12/2021;ItaU
07-12-2021;Terça-Feira;GATO;Maçonaria: Estacionamento ;0,0;274,0;'12;'2021;'12/2021;ItaU
07-12-2021;Terça-Feira;Supermercado;Cóquinha no Predio ;0,0;10,9;'12;'2021;'12/2021;ItaU
07-12-2021;Terça-Feira;Estacionamentos;NA dentistas;0,0;7,0;'12;'2021;'12/2021;ItaU
07-12-2021;Terça-Feira;GATO;Consulta e exames do Shiro (01/04);0,0;107,5;'12;'2021;'12/2021;CrediCard_Master
07-12-2021;Terça-Feira;Restaurantes;iFood: Super Pizza PAM!;0,0;92,4;'12;'2021;'12/2021;CrediCard_Master
06-12-2021;Segunda-Feira;Taxas Bancarias;LIS/Juros;0,0;188,05;'12;'2021;'12/2021;ItaU
06-12-2021;Segunda-Feira;Supermercado;Mercado ;0,0;255,88;'12;'2021;'12/2021;ItaU
06-12-2021;Segunda-Feira;Supermercado;Mais mercado ainda;0,0;3,65;'12;'2021;'12/2021;ItaU
06-12-2021;Segunda-Feira;Presentes;Cristane: GMA-S120MF-4ADR (01/06);0,0;142,35;'12;'2021;'12/2021;CrediCard_Master
06-12-2021;Segunda-Feira;Clinicas e tratamentos;Exames na Papaiz (01/02) ;0,0;238,0;'12;'2021;'12/2021;CrediCard_Master
06-12-2021;Segunda-Feira;Estacionamentos;Creditos Zona Azul SP ;0,0;20,0;'12;'2021;'12/2021;XP_Inv_Visa
05-12-2021;Domingo;Restaurantes;ifood: The Burguer Gallery ;0,0;79,5;'12;'2021;'12/2021;ItaU
05-12-2021;Domingo;Supermercado;No Mercadinho do predio ;0,0;16,49;'12;'2021;'12/2021;ItaU
04-12-2021;Sábado;Viagens;Leques Hotel;0,0;40,7;'12;'2021;'12/2021;ItaU
04-12-2021;Sábado;Supermercado;No mercadinho do predio;0,0;15,8;'12;'2021;'12/2021;ItaU
04-12-2021;Sábado;Restaurantes;ifood: Sushi Japonês Santa Paula de SCS;0,0;93,77;'12;'2021;'12/2021;ItaU
04-12-2021;Sábado;Supermercado;No mercadinho do predio;0,0;10,9;'12;'2021;'12/2021;ItaU
03-12-2021;Sexta-Feira;Restaurantes;O Rei dos Assados das Mamitas;0,0;38,0;'12;'2021;'12/2021;ItaU
