2023/01/09 14:24:38| Started|2023/01/09 14:24:39| Ended
2023/04/13 10:52:01| Started|2023/04/13 10:52:58| Ended| 56.94 TotalSecs | Version 9.0.4 | Hostname AsusVivoBook
2023/04/13 22:01:50| Started|2023/04/13 22:03:20| Ended| 90.17 TotalSecs | Version 9.0.4 | Hostname AsusVivoBook
2023/04/14 10:47:19| Started|2023/04/14 10:48:11| Ended| 51.87 TotalSecs | Version 9.0.4 | Hostname AsusVivoBook
2023/04/14 16:29:21| Started|2023/04/14 16:30:08| Ended| 46.78 TotalSecs | Version 9.0.4 | Hostname AsusVivoBook
2023/04/15 19:22:16| Started|2023/04/15 19:23:05| Ended| 48.66 TotalSecs | Version 9.0.4 | Hostname AsusVivoBook
2023/04/16 11:09:36| Started|2023/04/16 11:10:17| Ended| 41.62 TotalSecs | Version 9.0.4 | Hostname AsusVivoBook
2023/04/17 10:11:38| Started|2023/04/17 10:13:33| Ended| 114.76 TotalSecs | Version 9.0.4 | Hostname CLR0AN001151190
2023/04/17 11:57:12| Started|2023/04/17 11:59:20| Ended| 128.43 TotalSecs | Version 9.0.4 | Hostname CLR0AN001151190
2023/04/17 20:41:56| Started|2023/04/17 20:44:40| Ended| 164.38 TotalSecs | Version 9.0.4 | Hostname AsusVivoBook
2023/04/18 13:29:13| Started|2023/04/18 13:30:03| Ended| 49.95 TotalSecs | Version 9.0.4 | Hostname AsusVivoBook
2023/04/18 17:41:30| Started|2023/04/18 17:42:28| Ended| 57.95 TotalSecs | Version 9.0.4 | Hostname CLR0AN001151190
2023/04/19 09:37:10| Started|2023/04/19 09:38:16| Ended| 66.06 TotalSecs | Version 9.0.4 | Hostname CLR0AN001151190
2023/04/19 19:51:48| Started|2023/04/19 19:53:43| Ended| 115.13 TotalSecs | Version 9.0.4 | Hostname AsusVivoBook
2023/04/20 12:07:46| Started|2023/04/20 12:08:35| Ended| 49.22 TotalSecs | Version 9.0.4 | Hostname AsusVivoBook
2023/04/20 12:14:26| Started|2023/04/20 12:15:13| Ended| 46.73 TotalSecs | Version 9.0.4 | Hostname AsusVivoBook
2023/04/20 17:43:28| Started|2023/04/20 17:45:46| Ended| 137.49 TotalSecs | Version 9.0.4 | Hostname CLR0AN001151190
2023/04/20 19:02:28| Started|2023/04/20 19:03:12| Ended| 43.82 TotalSecs | Version 9.0.4 | Hostname AsusVivoBook
2023/04/21 18:19:31| Started|2023/04/21 18:20:30| Ended| 58.44 TotalSecs | Version 9.0.4 | Hostname AsusVivoBook
2023/04/21 20:24:49| Started|2023/04/21 20:24:56| Ended| 7.86 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/04/21 20:27:01| Started|2023/04/21 20:27:09| Ended| 7.68 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/04/21 20:27:49| Started|2023/04/21 20:27:57| Ended| 7.81 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/04/21 20:34:13| Started|2023/04/21 20:34:23| Ended| 9.03 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/04/21 20:39:57| Started|2023/04/21 20:40:06| Ended| 9.12 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/04/21 20:41:32| Started|2023/04/21 20:41:40| Ended| 8.71 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/04/22 13:34:54| Started|2023/04/22 13:35:49| Ended| 54.62 TotalSecs | Version 9.0.4 | Hostname AsusVivoBook
2023/04/22 20:39:01| Started|2023/04/22 20:40:07| Ended| 65.82 TotalSecs | Version 9.0.4 | Hostname AsusVivoBook
2023/04/24 09:25:13| Started|2023/04/24 09:27:34| Ended| 141.19 TotalSecs | Version 9.0.4 | Hostname CLR0AN001151190
2023/04/24 14:31:40| Started|2023/04/24 14:35:12| Ended| 211.66 TotalSecs | Version 9.0.4 | Hostname CLR0AN001151190
2023/04/24 23:12:49| Started|2023/04/24 23:13:44| Ended| 55.70 TotalSecs | Version 9.0.4 | Hostname AsusVivoBook
2023/04/25 09:43:51| Started|2023/04/25 09:44:44| Ended| 52.18 TotalSecs | Version 9.0.4 | Hostname AsusVivoBook
2023/04/25 14:12:14| Started|2023/04/25 14:13:10| Ended| 56.24 TotalSecs | Version 9.0.4 | Hostname AsusVivoBook
2023/04/25 17:01:17| Started|2023/04/25 17:04:34| Ended| 197.42 TotalSecs | Version 9.0.4 | Hostname CLR0AN001151190
2023/04/26 09:12:21| Started|2023/04/26 09:14:34| Ended| 133.60 TotalSecs | Version 9.0.4 | Hostname CLR0AN001151190
2023/04/26 09:30:51| Started|2023/04/26 09:33:46| Ended| 175.12 TotalSecs | Version 9.0.4 | Hostname CLR0AN001151190
2023/04/26 11:05:04| Started|2023/04/26 11:05:57| Ended| 53.11 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/04/26 13:48:20| Started|2023/04/26 13:50:05| Ended| 104.87 TotalSecs | Version 9.0.4 | Hostname CLR0AN001151190
2023/04/26 14:12:31| Started|2023/04/26 14:16:24| Ended| 233.75 TotalSecs | Version 9.0.4 | Hostname CLR0AN001151190
2023/04/26 19:49:32| Started|2023/04/26 19:50:48| Ended| 75.98 TotalSecs | Version 9.0.4 | Hostname AsusVivoBook
2023/04/26 22:35:28| Started|2023/04/26 22:35:38| Ended| 10.62 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/04/27 09:43:01| Started|2023/04/27 09:43:15| Ended| 14.05 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/04/27 10:05:48| Started|2023/04/27 10:06:00| Ended| 11.90 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/04/28 16:20:45| Started|2023/04/28 16:22:45| Ended| 119.54 TotalSecs | Version 9.0.4 | Hostname AsusVivoBook
2023/05/01 12:59:55| Started|2023/05/01 13:01:06| Ended| 70.28 TotalSecs | Version 9.0.4 | Hostname AsusVivoBook
2023/05/01 13:45:06| Started|2023/05/01 13:46:59| Ended| 113.71 TotalSecs | Version 9.0.4 | Hostname AsusVivoBook
2023/05/02 10:07:49| Started|2023/05/02 10:08:03| Ended| 14.08 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/05/02 14:13:28| Started|2023/05/02 14:14:26| Ended| 57.37 TotalSecs | Version 9.0.4 | Hostname AsusVivoBook
2023/05/02 15:32:21| Started|2023/05/02 15:33:09| Ended| 48.81 TotalSecs | Version 9.0.4 | Hostname AsusVivoBook
2023/05/02 17:14:06| Started|2023/05/02 17:17:53| Ended| 226.63 TotalSecs | Version 9.0.4 | Hostname CLR0AN001151190
2023/05/03 12:04:17| Started|2023/05/03 12:07:01| Ended| 164.39 TotalSecs | Version 9.0.4 | Hostname CLR0AN001151190
2023/05/03 13:45:20| Started|2023/05/03 13:45:31| Ended| 11.55 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/05/03 19:58:32| Started|2023/05/03 19:59:27| Ended| 54.60 TotalSecs | Version 9.0.4 | Hostname AsusVivoBook
2023/05/04 09:18:09| Started|2023/05/04 09:19:19| Ended| 69.86 TotalSecs | Version 9.0.4 | Hostname CLR0AN001151190
2023/05/04 09:28:05| Started|2023/05/04 09:28:25| Ended| 20.00 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/05/04 12:22:47| Started|2023/05/04 12:24:09| Ended| 82.08 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/05/04 14:04:32| Started|2023/05/04 14:06:02| Ended| 89.57 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/05/04 20:53:36| Started|2023/05/04 20:54:34| Ended| 58.34 TotalSecs | Version 9.0.4 | Hostname AsusVivoBook
2023/05/04 22:15:32| Started|2023/05/04 22:16:42| Ended| 69.68 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/05/05 09:52:53| Started|2023/05/05 09:53:06| Ended| 12.86 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/05/05 09:53:12| Started|2023/05/05 09:55:22| Ended| 130.10 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/05/05 13:50:20| Started|2023/05/05 13:51:34| Ended| 74.14 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/05/05 21:01:49| Started|2023/05/05 21:03:33| Ended| 103.34 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/05/06 20:25:00| Started|2023/05/06 20:25:50| Ended| 50.13 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/05/07 16:48:51| Started|2023/05/07 16:49:46| Ended| 55.23 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/05/08 09:18:09| Started|2023/05/08 09:19:24| Ended| 74.80 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/05/08 21:33:08| Started|2023/05/08 21:34:10| Ended| 62.31 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/05/09 11:17:29| Started|2023/05/09 11:18:19| Ended| 49.63 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/05/10 10:32:36| Started|2023/05/10 10:33:57| Ended| 80.89 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/05/10 12:17:55| Started|2023/05/10 12:19:22| Ended| 86.82 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/05/10 15:18:11| Started|2023/05/10 15:19:38| Ended| 86.91 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/05/10 16:59:35| Started|2023/05/10 16:59:47| Ended| 12.12 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/05/10 17:04:42| Started|2023/05/10 17:04:53| Ended| 10.87 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/05/10 17:09:02| Started|2023/05/10 17:09:13| Ended| 11.09 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/05/10 17:17:09| Started|2023/05/10 17:17:19| Ended| 10.15 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/05/10 17:17:37| Started|2023/05/10 17:19:14| Ended| 96.85 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/05/10 20:45:11| Started|2023/05/10 20:49:52| Ended| 281.18 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/05/12 09:19:08| Started|2023/05/12 09:19:57| Ended| 48.75 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/05/12 10:37:42| Started|2023/05/12 10:38:37| Ended| 55.13 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/05/12 15:33:21| Started|2023/05/12 15:34:16| Ended| 55.32 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/05/12 16:28:14| Started|2023/05/12 16:29:17| Ended| 63.20 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/05/13 16:29:58| Started|2023/05/13 16:30:51| Ended| 53.33 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/05/13 23:07:47| Started|2023/05/13 23:08:50| Ended| 63.13 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/05/14 13:13:11| Started|2023/05/14 13:14:19| Ended| 68.08 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/05/15 09:58:25| Started|2023/05/15 10:00:03| Ended| 97.74 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/05/15 15:20:40| Started|2023/05/15 15:22:30| Ended| 109.96 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/05/15 19:44:19| Started|2023/05/15 19:45:39| Ended| 80.39 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/05/16 10:10:31| Started|2023/05/16 10:11:16| Ended| 45.19 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/05/17 09:47:51| Started|2023/05/17 09:48:51| Ended| 59.85 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/05/17 11:23:00| Started|2023/05/17 11:25:19| Ended| 139.11 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/05/17 11:53:11| Started|2023/05/17 11:56:14| Ended| 183.01 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/05/17 16:16:09| Started|2023/05/17 16:18:34| Ended| 145.15 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/05/17 19:52:33| Started|2023/05/17 19:54:55| Ended| 142.44 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/05/18 09:44:35| Started|2023/05/18 09:47:55| Ended| 200.41 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/05/18 10:16:41| Started|2023/05/18 10:19:42| Ended| 181.47 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/05/18 10:43:12| Started|2023/05/18 10:47:05| Ended| 233.58 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/05/18 17:01:00| Started|2023/05/18 17:02:04| Ended| 63.49 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/05/18 20:25:33| Started|2023/05/18 20:28:19| Ended| 165.18 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/05/21 15:04:57| Started|2023/05/21 15:06:16| Ended| 78.66 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/05/22 09:55:00| Started|2023/05/22 09:56:49| Ended| 108.88 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/05/22 14:13:28| Started|2023/05/22 14:15:05| Ended| 97.19 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/05/22 16:36:38| Started|2023/05/22 16:37:59| Ended| 81.76 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/05/22 20:00:12| Started|2023/05/22 20:02:24| Ended| 131.51 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/05/23 10:53:30| Started|2023/05/23 10:54:28| Ended| 58.48 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/05/23 17:33:57| Started|2023/05/23 17:35:08| Ended| 70.28 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/05/24 09:37:21| Started|2023/05/24 09:39:06| Ended| 104.62 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/05/24 20:02:55| Started|2023/05/24 20:05:09| Ended| 134.71 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/05/25 09:34:07| Started|2023/05/25 09:43:50| Ended| 583.22 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/05/25 20:09:07| Started|2023/05/25 20:09:57| Ended| 50.02 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/05/26 12:08:41| Started|2023/05/26 12:10:05| Ended| 84.49 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/05/26 16:07:34| Started|2023/05/26 16:09:15| Ended| 101.78 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/05/26 16:55:06| Started|2023/05/26 16:56:42| Ended| 95.78 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/05/26 19:09:35| Started|2023/05/26 19:11:55| Ended| 139.77 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/05/27 12:10:15| Started|2023/05/27 12:12:04| Ended| 109.53 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/05/27 15:19:20| Started|2023/05/27 15:20:12| Ended| 51.35 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/05/27 18:53:17| Started|2023/05/27 18:54:16| Ended| 59.05 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/05/27 20:40:29| Started|2023/05/27 20:42:26| Ended| 117.20 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/05/28 18:47:35| Started|2023/05/28 18:49:32| Ended| 116.97 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/05/29 08:57:37| Started|2023/05/29 08:58:58| Ended| 81.19 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/05/29 09:44:10| Started|2023/05/29 09:45:10| Ended| 60.29 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/05/29 11:45:20| Started|2023/05/29 11:46:13| Ended| 53.24 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/05/29 15:44:21| Started|2023/05/29 15:45:13| Ended| 51.72 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/05/29 16:57:32| Started|2023/05/29 16:58:26| Ended| 54.41 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/05/30 10:39:08| Started|2023/05/30 10:40:02| Ended| 54.35 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/05/30 21:26:40| Started|2023/05/30 21:29:27| Ended| 167.19 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/05/31 08:50:19| Started|2023/05/31 08:51:28| Ended| 69.31 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/05/31 12:34:02| Started|2023/05/31 12:36:42| Ended| 160.10 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/06/01 10:05:24| Started|2023/06/01 10:06:22| Ended| 57.46 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/06/01 11:03:01| Started|2023/06/01 11:03:49| Ended| 47.64 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/06/01 17:36:11| Started|2023/06/01 17:37:18| Ended| 67.75 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/06/02 10:43:23| Started|2023/06/02 10:44:18| Ended| 55.00 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/06/04 18:32:12| Started|2023/06/04 18:33:09| Ended| 56.90 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/06/04 18:37:01| Started|2023/06/04 18:37:58| Ended| 56.86 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/06/05 09:55:55| Started|2023/06/05 09:59:09| Ended| 194.37 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/06/05 21:13:20| Started|2023/06/05 21:14:01| Ended| 41.36 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/06/06 09:44:15| Started|2023/06/06 09:45:05| Ended| 50.03 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/06/06 11:31:08| Started|2023/06/06 11:31:57| Ended| 48.68 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/06/06 16:40:54| Started|2023/06/06 16:41:53| Ended| 59.51 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/06/07 09:36:05| Started|2023/06/07 09:37:53| Ended| 107.98 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/06/07 17:40:24| Started|2023/06/07 17:41:50| Ended| 85.85 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/06/07 20:13:07| Started|2023/06/07 20:14:20| Ended| 72.77 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/06/09 10:39:53| Started|2023/06/09 10:40:05| Ended| 11.83 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/06/09 14:44:27| Started|2023/06/09 14:44:35| Ended| 8.49 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/06/09 18:46:40| Started|2023/06/09 18:46:50| Ended| 9.26 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/06/11 20:23:07| Started|2023/06/11 20:26:26| Ended| 198.73 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/06/12 09:08:52| Started|2023/06/12 09:09:51| Ended| 59.54 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/06/12 09:30:58| Started|2023/06/12 09:32:37| Ended| 98.96 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/06/12 09:38:42| Started|2023/06/12 09:41:19| Ended| 156.70 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/06/12 17:57:33| Started|2023/06/12 17:58:35| Ended| 61.71 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/06/13 13:38:58| Started|2023/06/13 13:39:52| Ended| 53.69 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/06/13 13:52:21| Started|2023/06/13 13:53:12| Ended| 50.27 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/06/14 08:18:44| Started|2023/06/14 08:19:38| Ended| 54.53 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/06/14 08:46:41| Started|2023/06/14 08:47:52| Ended| 71.41 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/06/14 09:42:42| Started|2023/06/14 09:47:05| Ended| 263.23 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/06/14 18:00:14| Started|2023/06/14 18:01:27| Ended| 73.77 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/06/15 08:58:43| Started|2023/06/15 08:59:41| Ended| 57.95 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/06/15 10:51:35| Started|2023/06/15 10:52:24| Ended| 49.53 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/06/16 10:13:25| Started|2023/06/16 10:15:02| Ended| 97.36 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/06/16 10:16:22| Started|2023/06/16 10:19:38| Ended| 196.42 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/06/17 16:48:28| Started|2023/06/17 16:49:28| Ended| 60.13 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/06/18 18:53:08| Started|2023/06/18 18:53:56| Ended| 48.29 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/06/19 08:46:11| Started|2023/06/19 08:48:45| Ended| 154.91 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/06/20 09:37:45| Started|2023/06/20 09:38:37| Ended| 52.05 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/06/20 11:37:20| Started|2023/06/20 11:40:29| Ended| 188.44 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/06/21 09:41:01| Started|2023/06/21 09:43:01| Ended| 120.55 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/06/21 17:48:40| Started|2023/06/21 17:50:26| Ended| 106.08 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/06/22 11:49:22| Started|2023/06/22 11:50:47| Ended| 84.40 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/06/22 12:42:12| Started|2023/06/22 12:43:47| Ended| 95.04 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/06/22 14:15:51| Started|2023/06/22 14:16:02| Ended| 11.03 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/06/22 14:42:07| Started|2023/06/22 14:42:17| Ended| 10.02 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/06/22 14:44:00| Started|2023/06/22 14:44:13| Ended| 12.90 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/06/22 15:06:01| Started|2023/06/22 15:09:06| Ended| 185.19 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/06/22 20:15:49| Started|2023/06/22 20:16:50| Ended| 61.74 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/06/22 22:10:21| Started|2023/06/22 22:12:05| Ended| 103.99 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/06/23 09:39:45| Started|2023/06/23 09:41:26| Ended| 101.77 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/06/23 14:10:27| Started|2023/06/23 14:11:13| Ended| 46.81 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/06/24 14:07:11| Started|2023/06/24 14:07:53| Ended| 42.64 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/06/24 18:49:39| Started|2023/06/24 18:50:45| Ended| 66.12 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/06/25 14:40:21| Started|2023/06/25 14:42:37| Ended| 136.05 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/06/25 22:47:13| Started|2023/06/25 22:48:06| Ended| 52.61 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/06/26 09:30:58| Started|2023/06/26 09:33:09| Ended| 131.63 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/06/26 20:28:22| Started|2023/06/26 20:30:05| Ended| 102.93 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/06/27 09:39:14| Started|2023/06/27 09:40:12| Ended| 58.37 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/06/27 14:18:05| Started|2023/06/27 14:19:00| Ended| 54.98 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/06/27 14:19:00| Started|2023/06/27 14:19:50| Ended| 50.09 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/06/27 15:29:04| Started|2023/06/27 15:30:24| Ended| 79.56 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/06/27 17:44:55| Started|2023/06/27 17:46:05| Ended| 70.57 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/06/28 09:28:12| Started|2023/06/28 09:29:38| Ended| 85.99 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/06/28 14:38:12| Started|2023/06/28 14:39:40| Ended| 88.08 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/06/28 20:37:57| Started|2023/06/28 20:40:08| Ended| 130.61 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/06/29 09:26:21| Started|2023/06/29 09:27:42| Ended| 80.89 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/06/29 13:58:24| Started|2023/06/29 14:00:54| Ended| 149.77 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/06/29 14:37:51| Started|2023/06/29 14:40:18| Ended| 147.24 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/06/29 14:58:16| Started|2023/06/29 14:58:26| Ended| 10.91 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/06/29 15:53:54| Started|2023/06/29 15:55:32| Ended| 98.65 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/06/29 16:28:12| Started|2023/06/29 16:30:54| Ended| 162.40 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/06/29 17:31:34| Started|2023/06/29 17:32:52| Ended| 77.98 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/06/29 20:11:25| Started|2023/06/29 20:13:30| Ended| 124.68 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/06/29 20:26:33| Started|2023/06/29 20:27:42| Ended| 69.68 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/06/30 10:39:25| Started|2023/06/30 10:40:40| Ended| 74.85 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/06/30 11:33:51| Started|2023/06/30 11:34:54| Ended| 62.79 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/06/30 11:44:46| Started|2023/06/30 11:45:38| Ended| 52.05 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/07/01 08:45:11| Started|2023/07/01 08:46:12| Ended| 61.15 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/07/01 12:16:10| Started|2023/07/01 12:17:17| Ended| 66.37 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/07/01 18:59:55| Started|2023/07/01 19:01:43| Ended| 108.01 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/07/02 20:16:08| Started|2023/07/02 20:17:17| Ended| 69.46 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
